Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Run Line,,Open OU,,Close OU,
405,917,V,MIN,JODORIZZI-R,0,0,2,0,2,0,0,0,0,4,115,146,1.5,-146,8,-119,8,-105
405,918,H,PHI,NPIVETTA-R,5,0,1,0,1,0,3,0,x,10,-135,-156,-1.5,127,8,-101,8,-115
405,919,V,BOS,RPORCELLO-R,0,0,1,0,0,0,0,4,3,8,-130,-127,-1.5,119,9,-119,9,110
405,920,H,ARI,ZGODLEY-R,0,0,1,4,2,7,0,1,x,15,110,117,1.5,-139,9,-101,9,-130
405,921,V,SEA,YKIKUCHI-L,1,0,1,2,0,4,0,0,0,8,-130,-125,-1.5,125,7.5,-119,8.5,-105
405,922,H,CWS,RLOPEZ-R,3,3,0,0,0,0,3,1,x,10,110,115,1.5,-145,7.5,-101,8.5,-115
405,923,V,SDG,NMARGEVICIUS-L,0,0,0,0,0,2,3,0,0,5,125,163,1.5,-130,7.5,-119,8,100
405,924,H,STL,JFLAHERTY-R,0,0,0,1,0,1,0,1,0,3,-145,-176,-1.5,110,7.5,-101,8,-120
406,951,V,WAS,PCORBIN-L,0,0,0,0,0,1,1,3,0,5,-110,-128,-1.5,125,7,-115,7,-110
406,952,H,NYM,SMATZ-L,0,0,0,1,0,2,0,3,x,6,-110,118,1.5,-145,7,-105,7,-110
406,953,V,CIN,TROARK-R,0,0,3,1,0,0,0,1,0,5,115,101,1.5,-205,7,-115,8,-105
406,954,H,PIT,TWILLIAMS-R,1,0,1,0,1,2,0,0,0,6,-135,-111,-1.5,172,7,-105,8,-115
406,955,V,SDG,CPADDACK-R,1,0,0,0,0,0,1,4,0,6,120,110,1.5,-205,7.5,-115,7.5,-105
406,956,H,STL,MWACHA-R,0,1,0,0,2,0,0,1,0,4,-140,-120,-1.5,172,7.5,-105,7.5,-115
406,957,V,CUB,CHAMELS-L,0,2,0,0,2,3,0,7,0,14,100,119,1.5,-180,8.5,-120,8.5,-105
406,958,H,MIL,CBURNES-R,1,1,0,0,0,0,3,3,0,8,-120,-129,-1.5,155,8.5,100,8.5,-115
406,959,V,MIA,SALCANTARA-R,0,0,0,0,2,0,0,0,2,4,144,161,1.5,-130,8,-120,8.5,-120
406,960,H,ATL,KWRIGHT-R,1,0,0,1,0,0,0,0,0,2,-165,-172,-1.5,111,8,100,8.5,100
406,961,V,LAD,WBUEHLER-R,0,0,0,2,0,2,1,0,2,7,-145,-116,-1.5,128,10,-110,10,-120
406,962,H,COL,JGRAY-R,0,0,0,1,0,0,0,1,0,2,125,106,1.5,-148,10,-110,10,100
406,963,V,KAN,JLOPEZ-R,0,0,0,0,0,1,3,0,0,4,105,112,1.5,-185,8.5,-120,9,-105
406,964,H,DET,MMOORE-L,0,1,0,0,1,0,5,0,x,7,-125,-122,-1.5,160,8.5,100,9,-115
406,965,V,SEA,MLEAKE-R,0,0,1,3,3,1,0,0,1,9,-120,-105,-1.5,144,8.5,-115,9,-105
406,966,H,CWS,LGIOLITO-R,0,0,0,1,0,0,1,0,0,2,100,-105,1.5,-165,8.5,-105,9,-115
406,967,V,TEX,DSMYLY-L,0,0,0,0,1,0,0,0,0,1,105,150,1.5,-150,8.5,-119,8.5,-110
406,968,H,LAA,TSKAGGS-L,0,0,0,4,0,0,1,0,x,5,-125,-160,-1.5,130,8.5,-101,8.5,-110
406,969,V,TOR,TPANNONE-L,0,0,0,0,2,0,0,0,0,2,148,177,1.5,-114,7,-115,8,100
406,970,H,CLE,CCARRASCO-R,1,0,3,0,2,1,0,0,x,7,-170,-194,-1.5,-106,7,-105,8,-120
406,971,V,NYY,JHAPP-L,1,0,2,0,0,0,0,3,0,6,-195,-180,-1.5,-125,8.5,-101,8.5,-110
406,972,H,BAL,DBUNDY-R,1,0,0,0,1,0,2,0,0,4,166,165,1.5,105,8.5,-119,8.5,-110
406,973,V,OAK,ABROOKS-R,0,0,0,0,0,0,0,0,0,0,144,125,1.5,-154,8.5,-101,9.5,100
406,974,H,HOU,WMILEY-L,0,0,0,1,4,1,0,0,x,6,-165,-135,-1.5,136,8.5,-119,9.5,-120
406,975,V,MIN,MPINEDA-R,0,0,3,0,0,0,0,0,3,6,136,138,1.5,-156,8,-102,8.5,100
406,976,H,PHI,JARRIETA-R,0,0,0,1,0,1,0,0,0,2,-156,-148,-1.5,135,8,-118,8.5,-120
406,977,V,TAM,RSTANEK-R,1,0,0,0,2,1,0,0,0,4,-137,-132,-1.5,125,7,-110,7.5,-105
406,978,H,SFO,JSAMARDZIJA-R,0,0,2,0,4,0,0,0,x,6,124,122,1.5,-145,7,-110,7.5,-115
406,979,V,BOS,DPRICE-L,0,3,0,0,0,0,1,0,0,4,-151,-132,-1.5,119,9,-102,9,100
406,980,H,ARI,LWEAVER-R,0,4,0,0,0,0,0,0,1,5,131,122,1.5,-139,9,-118,9,-120
407,901,V,WAS,MSCHERZER-R,0,5,0,0,2,2,3,0,0,12,-140,-128,-1.5,125,6.5,-110,6.5,100
407,902,H,NYM,ZWHEELER-R,0,1,0,0,0,0,5,0,3,9,120,118,1.5,-145,6.5,-110,6.5,-120
407,903,V,MIA,CSMITH-L,0,2,0,0,0,0,0,0,1,3,155,160,1.5,-135,8.5,-105,8.5,100
407,904,H,ATL,SNEWCOMB-L,2,0,0,1,0,0,0,0,1,4,-180,-170,-1.5,115,8.5,-115,8.5,-120
407,905,V,CIN,ADESCLAFANI-R,0,2,1,0,0,0,0,2,0,5,130,140,1.5,-166,7.5,-110,7.5,-115
407,906,H,PIT,CARCHER-R,1,1,0,2,3,0,0,0,x,7,-150,-150,-1.5,145,7.5,-110,7.5,-105
407,907,V,CUB,KHENDRICKS-R,0,0,0,0,0,2,0,0,0,2,105,-104,1.5,-210,9,-105,9,-110
407,908,H,MIL,ZDAVIES-R,2,0,1,1,0,0,0,0,x,4,-125,-106,-1.5,176,9,-115,9,-110
407,909,V,SDG,MSTRAHM-L,0,0,1,0,0,0,0,0,0,1,110,110,1.5,-197,8.5,100,9,-110
407,910,H,STL,AWAINWRIGHT-R,0,0,0,2,0,0,1,1,x,4,-130,-120,-1.5,168,8.5,-120,9,-110
407,911,V,LAD,JURIAS-L,0,2,4,1,2,2,0,1,0,12,-140,-170,-1.5,-122,11,-110,11.5,100
407,912,H,COL,CBETTIS-R,0,0,3,0,0,2,0,0,1,6,120,160,1.5,102,11,-110,11.5,-120
407,913,V,NYY,DGERMAN-R,0,2,2,0,0,1,4,2,4,15,-175,-185,-1.5,-119,9,100,9,-110
407,914,H,BAL,DHESS-R,0,0,0,0,0,0,3,0,0,3,151,170,1.5,-101,9,-120,9,-110
407,915,V,TOR,MSTROMAN-R,0,0,0,0,0,0,0,1,0,1,130,150,1.5,-147,7,-120,7.5,-120
407,916,H,CLE,MCLEVINGER-R,2,0,0,0,1,0,0,0,x,3,-150,-160,-1.5,128,7,100,7.5,100
407,917,V,KAN,BKELLER-R,1,0,0,0,0,0,0,0,0,1,-105,-106,-1.5,141,8.5,-105,9,100
407,918,H,DET,TROSS-R,0,2,0,0,0,1,0,0,x,3,-115,-104,1.5,-161,8.5,-115,9,-120
407,919,V,OAK,MFIERS-R,2,2,0,1,0,2,0,1,0,8,140,165,1.5,-125,9,100,9,105
407,920,H,HOU,BPEACOCK-R,5,1,0,0,0,0,0,2,1,9,-160,-180,-1.5,105,9,-120,9,-125
407,921,V,SEA,WLEBLANC-L,1,0,6,2,2,0,0,0,1,12,-110,106,1.5,-178,9,100,9,-120
407,922,H,CWS,INOVA-R,0,1,1,0,0,0,3,0,0,5,-110,-116,-1.5,153,9,-120,9,100
407,923,V,TEX,SMILLER-R,0,2,0,0,0,0,0,0,0,2,115,107,1.5,-180,9,-110,9.5,100
407,924,H,LAA,CSTRATTON-R,0,4,0,0,0,2,1,0,x,7,-135,-117,-1.5,155,9,-110,9.5,-120
407,925,V,MIN,JBERRIOS-R,1,0,0,0,0,0,0,0,0,1,110,124,1.5,-180,8.5,100,8.5,100
407,926,H,PHI,ZEFLIN-R,0,0,0,0,0,2,0,0,x,2,-130,-134,-1.5,155,8.5,-120,8.5,-120
407,927,V,TAM,YCHIRINOS-R,1,0,0,1,0,0,0,1,0,3,-130,-115,-1.5,148,7.5,-110,7,-120
407,928,H,SFO,DPOMERANZ-L,0,0,0,0,0,0,0,0,0,0,110,105,1.5,-170,7.5,-110,7,100
407,929,V,BOS,Undecided,0,0,0,0,0,0,1,0,0,1,-115,-106,-1.5,130,9.5,-110,9.5,-105
407,930,H,ARI,MKELLY-R,0,0,0,0,0,0,0,0,0,0,-105,-104,1.5,-150,9.5,-110,9.5,-115
408,951,V,PIT,JTAILLON-R,0,0,0,0,0,0,0,0,0,0,117,120,1.5,-175,8,-110,8.5,-120
408,952,H,CUB,JLESTER-L,0,6,2,2,0,0,0,0,x,10,-129,-130,-1.5,151,8,-110,8.5,100
408,953,V,WAS,ASANCHEZ-R,0,2,0,0,0,0,0,0,1,3,120,135,1.5,-155,9,-110,9.5,-120
408,954,H,PHI,VVELASQUEZ-R,0,0,0,2,0,1,0,1,x,4,-140,-145,-1.5,135,9,-110,9.5,100
408,955,V,LAD,HRYU-L,2,0,0,0,1,0,0,0,0,3,-130,-103,1.5,-215,8.5,100,8,-115
408,956,H,STL,MMIKOLAS-R,2,0,0,0,0,2,0,0,x,4,110,-107,-1.5,180,8.5,-120,8,-105
408,957,V,ATL,JTEHERAN-R,2,0,2,0,3,0,1,0,0,8,125,100,1.5,-190,10,-120,10.5,-120
408,958,H,COL,KFREELAND-L,0,0,0,0,6,0,0,0,0,6,-145,-110,-1.5,163,10,100,10.5,100
408,959,V,SDG,ELAUER-L,0,0,0,0,2,1,3,0,0,6,115,120,1.5,-190,7,100,7,-115
408,960,H,SFO,MBUMGARNER-L,0,0,0,5,0,0,0,0,0,5,-135,-130,-1.5,163,7,-120,7,-105
408,961,V,TAM,BSNELL-L,2,2,0,0,0,0,0,1,0,5,-150,-168,-1.5,-110,7.5,-119,7.5,-115
408,962,H,CWS,CRODON-L,0,0,0,0,1,0,0,0,0,1,130,158,1.5,-110,7.5,-101,7.5,-105
408,963,V,OAK,MESTRADA-R,0,0,2,0,1,1,0,0,0,4,-150,-162,-1.5,-115,9,100,10,-105
408,964,H,BAL,ACASHNER-R,1,3,0,2,0,1,0,5,x,12,130,152,1.5,-105,9,-120,10,-115
408,965,V,NYY,MTANAKA-R,0,0,1,0,1,1,0,0,0,3,140,138,1.5,-160,7.5,-110,7.5,-120
408,966,H,HOU,JVERLANDER-R,0,0,0,1,0,0,2,1,x,4,-160,-148,-1.5,140,7.5,-110,7.5,100
408,967,V,SEA,FHERNANDEZ-R,0,2,0,0,2,8,0,1,0,13,-140,-110,-1.5,141,9,-118,10,-110
408,968,H,KAN,HBAILEY-R,2,1,1,0,0,0,0,0,1,5,120,100,1.5,-161,9,-102,10,-110
408,969,V,MIL,JCHACIN-R,0,1,0,1,0,0,0,0,0,2,-120,-106,-1.5,141,8.5,100,9,-110
408,970,H,LAA,TCAHILL-R,0,2,0,1,0,0,0,2,x,5,100,-104,1.5,-161,8.5,-120,9,-110
409,901,V,MIA,JURENA-R,0,0,0,0,0,0,0,0,0,0,140,170,1.5,-122,8,-110,8.5,-105
409,902,H,CIN,LCASTILLO-R,1,0,1,2,0,7,3,0,x,14,-160,-185,-1.5,102,8,-110,8.5,-115
409,903,V,WAS,SSTRASBURG-R,1,0,0,0,0,1,3,0,1,10,120,133,1.5,-168,7,-110,8,-115
409,904,H,PHI,ANOLA-R,0,0,4,2,0,0,0,0,0,6,-140,-143,-1.5,146,7,-110,8,-105
409,905,V,LAD,RSTRIPLING-R,0,0,0,0,0,0,0,0,0,0,-130,-120,-1.5,133,8.5,-110,8.5,100
409,906,H,STL,DHUDSON-R,1,0,2,0,1,0,0,0,x,4,110,110,1.5,-153,8.5,-110,8.5,-120
409,907,V,ATL,MFRIED-L,0,1,0,4,0,0,0,1,1,7,105,-102,1.5,-195,10.5,-110,10.5,-115
409,908,H,COL,GMARQUEZ-R,0,0,0,1,0,0,0,0,0,1,-125,-108,-1.5,166,10.5,-110,10.5,-105
409,909,V,SDG,JLUCCHESI-L,0,0,0,0,0,0,1,1,0,2,-125,-132,-1.5,120,7.5,-110,7.5,100
409,910,H,SFO,DHOLLAND-L,0,6,0,1,0,0,0,0,x,7,105,122,1.5,-140,7.5,-110,7.5,-120
409,911,V,CLE,CKLUBER-R,1,2,0,0,2,1,2,0,0,8,-160,-135,-1.5,115,7,-110,8,100
409,912,H,DET,JZIMMERMANN-R,1,0,0,0,1,0,0,0,0,2,140,125,1.5,-135,7,-110,8,-120
409,913,V,TOR,MSHOEMAKER-R,0,0,2,3,0,0,1,0,1,7,199,225,1.5,115,7.5,-110,8,-105
409,914,H,BOS,CSALE-L,1,1,0,0,0,2,0,1,0,5,-240,-255,-1.5,-135,7.5,-110,8,-115
409,915,V,TAM,CMORTON-R,1,3,1,2,0,0,0,1,2,10,-145,-170,-1.5,-105,8,-110,8.5,-110
409,916,H,CWS,ESANTANA-R,0,0,2,0,0,0,0,3,0,5,125,160,1.5,-115,8,-110,8.5,-110
409,917,V,OAK,BANDERSON-L,0,5,0,0,0,0,1,4,3,13,-145,-180,-1.5,-119,9,-110,9.5,100
409,918,H,BAL,JMEANS-L,0,0,0,0,0,0,2,0,0,2,125,165,1.5,-101,9,-110,9.5,-120
409,919,V,NYY,JLOAISIGA-R,1,0,0,0,0,2,0,0,0,3,151,178,1.5,-117,8.5,-110,8,-115
409,920,H,HOU,GCOLE-R,0,1,1,0,0,0,1,3,x,6,-175,-196,-1.5,-103,8.5,-110,8,-105
409,921,V,SEA,MGONZALES-L,1,0,1,2,0,0,2,0,0,6,-130,100,1.5,-195,9,-110,9,-105
409,922,H,KAN,JJUNIS-R,1,0,1,0,0,0,1,0,0,3,110,-110,-1.5,166,9,-110,9,-115
409,923,V,MIN,KGIBSON-R,0,1,4,1,0,1,0,3,4,14,184,230,1.5,-105,6.5,-110,6.5,-105
409,924,H,NYM,JDEGROM-R,0,1,2,0,0,0,1,0,4,8,-220,-260,-1.5,-115,6.5,-110,6.5,-115
409,925,V,TEX,MMINOR-L,2,2,0,0,0,0,0,0,0,4,120,135,1.5,-155,8.5,-110,8.5,-110
409,926,H,ARI,ZGREINKE-R,0,0,1,0,0,0,1,0,3,5,-140,-145,-1.5,135,8.5,-110,8.5,-110
409,927,V,MIL,FPERALTA-R,0,3,0,2,3,0,0,0,0,8,-120,-138,-1.5,108,8.5,-110,8.5,-125
409,928,H,LAA,MHARVEY-R,6,0,0,1,1,0,1,2,x,11,100,128,1.5,-128,8.5,-110,8.5,105
410,953,V,SDG,NMARGEVICIUS-L,0,0,1,0,0,1,0,0,1,3,-110,-105,-1.5,151,7.5,-110,8,100
410,954,H,SFO,DRODRIGUEZ-R,0,0,0,1,0,0,0,0,0,1,-110,-105,1.5,-175,7.5,-110,8,-120
410,955,V,MIA,TRICHARDS-R,0,0,1,0,0,0,0,0,0,1,130,145,1.5,-145,8.5,-110,9,-105
410,956,H,CIN,TMAHLE-R,0,0,0,0,0,0,0,2,x,2,-150,-155,-1.5,125,8.5,-110,9,-115
410,957,V,WAS,JHELLICKSON-R,3,0,0,4,2,0,5,0,1,15,128,147,1.5,-145,9,-110,9,-120
410,958,H,PHI,NPIVETTA-R,0,0,0,0,0,0,0,0,1,1,-148,-157,-1.5,125,9,-110,9,100
410,959,V,LAD,KMAEDA-R,0,0,0,0,0,1,1,0,0,2,-107,-105,-1.5,148,8.5,-110,8,-110
410,960,H,STL,JFLAHERTY-R,0,1,0,1,0,3,0,2,x,7,-113,-105,1.5,-170,8.5,-110,8,-110
410,961,V,PIT,JLYLES-R,1,0,2,0,0,2,0,0,0,5,135,157,1.5,-140,7,-110,7.5,-120
410,962,H,CUB,YDARVISH-R,0,0,0,0,1,0,0,1,0,2,-155,-167,-1.5,120,7,-110,7.5,100
410,963,V,CLE,TBAUER-R,0,0,0,0,0,1,0,0,0,1,-151,-145,-1.5,105,7.5,-110,7,-110
410,964,H,DET,MBOYD-L,2,0,0,0,0,2,0,0,x,4,131,135,1.5,-125,7.5,-110,7,-110
410,965,V,TAM,TGLASNOW-R,3,0,0,3,2,0,0,0,1,9,-140,-170,-1.5,-107,8.5,-110,8.5,-110
410,966,H,CWS,RLOPEZ-R,0,0,0,0,0,0,0,0,1,1,120,160,1.5,-113,8.5,-110,8.5,-110
410,967,V,OAK,FMONTAS-R,0,1,2,2,2,0,3,0,0,10,-137,-180,-1.5,-130,9.5,-110,9.5,-115
410,968,H,BAL,DSTRAILY-R,0,0,0,0,3,0,0,0,0,3,117,165,1.5,110,9.5,-110,9.5,-105
410,969,V,NYY,JPAXTON-L,1,0,0,1,0,0,0,4,0,6,110,110,1.5,-190,8,-110,8,-115
410,970,H,HOU,CMCHUGH-R,2,0,1,0,4,0,0,1,x,8,-130,-120,-1.5,163,8,-110,8,-105
410,971,V,SEA,YKIKUCHI-L,1,0,2,2,0,0,0,0,1,6,-125,-155,-1.5,-110,9,-110,9.5,-120
410,972,H,KAN,HFILLMYER-R,1,1,1,0,0,0,2,0,0,5,105,145,1.5,-110,9,-110,9.5,100
410,973,V,MIN,JODORIZZI-R,0,0,1,0,0,0,0,4,1,6,180,175,1.5,-131,7,-110,7,-125
410,974,H,NYM,NSYNDERGAARD-R,0,0,0,0,6,0,3,0,x,9,-215,-190,-1.5,111,7,-110,7,105
410,975,V,TEX,LLYNN-R,0,0,0,0,0,1,1,1,2,5,127,120,1.5,-180,8.5,-110,8,-115
410,976,H,ARI,RRAY-L,0,0,1,0,0,0,0,0,1,2,-147,-130,-1.5,155,8.5,-110,8,-105
410,977,V,MIL,BWOODRUFF-R,0,0,1,0,0,0,1,0,0,2,-115,-170,-1.5,-120,8.5,-110,8,-125
410,978,H,LAA,FPENA-R,0,0,4,0,0,0,0,0,x,4,-105,160,1.5,100,8.5,-110,8,105
411,901,V,MIA,PLOPEZ-R,0,0,0,0,0,0,0,0,0,0,148,157,1.5,-139,8.5,-110,8.5,-115
411,902,H,CIN,SGRAY-R,0,0,0,1,3,0,0,1,x,5,-170,-167,-1.5,118,8.5,-110,8.5,-105
411,903,V,LAD,WBUEHLER-R,1,2,4,0,0,0,0,0,0,7,-140,-134,-1.5,125,8,-110,8.5,-105
411,904,H,STL,MWACHA-R,0,4,1,0,4,2,0,0,x,11,120,124,1.5,-145,8,-110,8.5,-115
411,905,V,NYM,SMATZ-L,0,3,0,0,0,1,2,0,0,6,110,122,1.5,-174,8.5,-110,9,-110
411,906,H,ATL,KGAUSMAN-R,1,1,0,0,0,0,0,1,0,3,-130,-132,-1.5,150,8.5,-110,9,-110
411,907,V,PIT,JMUSGROVE-R,0,0,0,0,0,0,0,0,0,0,120,116,1.5,-180,10.5,-110,9,110
411,908,H,CUB,JQUINTANA-L,0,0,0,0,0,0,2,0,x,2,-140,-126,-1.5,155,10.5,-110,9,-130
411,909,V,SDG,PAVILA-R,0,0,0,1,0,5,0,1,0,7,117,108,1.5,-185,9,-110,9,-110
411,910,H,ARI,ZGODLEY-R,1,0,0,0,0,0,5,0,0,6,-137,-118,-1.5,160,9,-110,9,-110
411,911,V,COL,JGRAY-R,0,0,0,0,0,0,0,0,0,0,-125,-111,-1.5,148,7.5,-110,7.5,-105
411,912,H,SFO,JSAMARDZIJA-R,0,0,0,0,0,0,1,0,x,1,105,101,1.5,-170,7.5,-110,7.5,-115
411,913,V,OAK,ABROOKS-R,0,0,0,2,2,3,0,0,1,8,-160,-150,-1.5,-105,9.5,-110,8.5,-115
411,914,H,BAL,DBUNDY-R,1,0,0,0,0,0,4,0,0,5,140,140,1.5,-115,9.5,-110,8.5,-105
411,915,V,CLE,SBIEBER-R,1,0,1,1,0,0,1,0,0,4,-140,-135,-1.5,125,8,-110,7.5,105
411,916,H,DET,STURNBULL-R,0,0,0,0,0,0,0,0,0,0,120,125,1.5,-145,8,-110,7.5,-125
411,917,V,SEA,MLEAKE-R,0,0,0,0,0,2,1,1,2,7,-140,-144,-1.5,110,9.5,-110,10,-105
411,918,H,KAN,JLOPEZ-R,0,1,2,0,1,0,2,0,0,6,120,134,1.5,-130,9.5,-110,10,-115
411,919,V,TOR,ASANCHEZ-R,0,0,5,0,0,0,0,1,0,6,155,165,1.5,-125,9,-110,9,-120
411,920,H,BOS,NEOVALDI-R,0,0,3,0,1,0,1,0,2,7,-180,-180,-1.5,105,9,-110,9,100
412,951,V,PIT,TWILLIAMS-R,0,1,0,0,0,0,0,2,0,6,140,175,1.5,-120,8,-110,8,-105
412,952,H,WAS,PCORBIN-L,0,1,1,0,0,0,0,1,0,3,-160,-190,-1.5,100,8,-110,8,-115
412,953,V,PHI,JARRIETA-R,0,0,5,0,1,0,0,3,0,9,-170,-158,-1.5,-110,7.5,-110,8.5,100
412,954,H,MIA,SALCANTARA-R,0,0,0,0,0,0,1,0,0,1,148,148,1.5,-110,7.5,-110,8.5,-120
412,955,V,NYM,ZWHEELER-R,0,2,0,4,0,0,0,0,0,6,100,100,1.5,-205,9,-110,9.5,-105
412,956,H,ATL,KWRIGHT-R,1,0,0,0,1,0,0,0,0,2,-120,-110,-1.5,172,9,-110,9.5,-115
412,957,V,SDG,CPADDACK-R,1,0,0,0,0,0,1,0,0,2,-120,-120,-1.5,135,8.5,-110,8,-115
412,958,H,ARI,LWEAVER-R,0,0,1,0,0,0,0,0,0,1,100,110,1.5,-155,8.5,-110,8,-105
412,959,V,MIL,CBURNES-R,2,0,0,2,2,0,1,0,1,8,140,145,1.5,-155,8,-110,8.5,-105
412,960,H,LAD,JURIAS-L,1,0,2,2,0,0,0,0,0,5,-160,-155,-1.5,135,8,-110,8.5,-115
412,961,V,COL,CBETTIS-R,0,0,0,2,0,0,0,0,0,2,105,130,1.5,-167,7.5,-110,7.5,100
412,962,H,SFO,DPOMERANZ-L,0,0,0,1,0,1,0,0,0,3,-125,-140,-1.5,146,7.5,-110,7.5,-120
412,963,V,CWS,LGIOLITO-R,1,0,0,2,4,0,x,x,x,7,195,185,1.5,-110,9,-110,9.5,-110
412,964,H,NYY,JHAPP-L,2,2,0,1,0,1,x,x,x,6,-235,-205,-1.5,-110,9,-110,9.5,-110
412,965,V,TAM,RSTANEK-R,1,0,4,0,0,1,2,0,3,11,-130,-145,-1.5,110,8.5,-110,8.5,-105
412,966,H,TOR,TTHORNTON-R,0,0,0,0,0,0,6,1,0,7,110,135,1.5,-130,8.5,-110,8.5,-115
412,967,V,BAL,DHESS-R,0,0,0,0,0,0,2,0,2,4,207,220,1.5,115,9.5,-110,10,-115
412,968,H,BOS,ERODRIGUEZ-L,0,0,1,2,0,0,1,2,x,6,-250,-250,-1.5,-135,9.5,-110,10,-105
412,969,V,OAK,MFIERS-R,0,1,0,0,0,4,1,1,1,8,-119,-115,-1.5,130,10,-110,11,100
412,970,H,TEX,DSMYLY-L,2,0,0,1,3,0,0,0,0,6,-101,105,1.5,-150,10,-110,11,-120
412,973,V,CLE,CCARRASCO-R,0,1,0,0,0,0,0,0,0,1,-140,-158,-1.5,-103,8,-110,7.5,100
412,974,H,KAN,BKELLER-R,6,0,0,1,0,1,0,0,x,8,120,148,1.5,-117,8,-110,7.5,-120
412,975,V,HOU,WMILEY-L,0,0,2,0,0,4,0,4,0,10,-135,-140,-1.5,115,9,-110,9,-105
412,976,H,SEA,WLEBLANC-L,1,2,0,0,0,0,2,0,1,6,115,130,1.5,-135,9,-110,9,-115
412,977,V,LAA,TSKAGGS-L,0,0,0,1,0,0,0,0,0,1,135,156,1.5,-130,10.5,-110,10.5,-105
412,978,H,CUB,CHAMELS-L,3,0,0,1,0,1,0,0,x,5,-155,-166,-1.5,110,10.5,-110,10.5,-115
413,901,V,PIT,CARCHER-R,0,0,0,1,0,1,0,0,0,2,NL,109,1.5,-195,8.5,-110,9,100
413,902,H,WAS,ASANCHEZ-R,0,0,0,1,0,0,0,2,x,3,NL,-119,-1.5,166,8.5,-110,9,-120
413,903,V,COL,KFREELAND-L,0,0,0,0,0,1,1,0,0,2,105,103,1.5,-205,7,-110,7,-105
413,904,H,SFO,MBUMGARNER-L,0,0,2,0,1,0,0,2,x,5,-125,-113,-1.5,172,7,-110,7,-115
413,905,V,PHI,ZEFLIN-R,0,0,0,0,0,0,0,0,3,3,-170,-165,-1.5,-105,8,-110,7.5,-105
413,906,H,MIA,CSMITH-L,0,2,4,0,1,0,3,0,x,10,148,155,1.5,-115,8,-110,7.5,-115
413,907,V,STL,AWAINWRIGHT-R,0,1,0,0,0,0,0,0,1,2,-140,-111,-1.5,135,9,-110,11,100
413,908,H,CIN,TROARK-R,0,0,0,0,0,1,1,3,x,5,120,101,1.5,-155,9,-110,11,-120
413,909,V,NYM,JVARGAS-L,0,4,0,0,0,0,0,1,2,7,115,140,1.5,-135,9,-110,10,100
413,910,H,ATL,SNEWCOMB-L,4,4,0,1,0,1,1,0,x,11,-135,-150,-1.5,115,9,-110,10,-120
413,911,V,SDG,MSTRAHM-L,2,0,2,0,0,0,1,0,0,5,100,100,1.5,-210,9,-110,9,-110
413,912,H,ARI,MKELLY-R,0,0,0,0,0,4,0,0,0,4,-120,-110,-1.5,176,9,-110,9,-110
413,913,V,MIL,ZDAVIES-R,0,1,0,1,2,0,0,0,0,4,103,137,1.5,-155,8.5,-110,9,-110
413,914,H,LAD,CFERGUSON-L,0,0,0,1,0,0,0,0,0,1,-123,-147,-1.5,135,8.5,-110,9,-110
413,915,V,CWS,INOVA-R,0,0,0,0,0,0,0,0,0,0,160,145,1.5,-135,9,-110,10,-110
413,916,H,NYY,CSABATHIA-L,0,0,0,0,0,0,3,1,x,4,-185,-155,-1.5,115,9,-110,10,-110
413,917,V,BAL,ACASHNER-R,2,0,0,0,1,4,2,0,0,9,199,240,1.5,120,9.5,-110,11,-105
413,918,H,BOS,RPORCELLO-R,0,0,2,0,0,1,2,0,0,5,-240,-270,-1.5,-140,9.5,-110,11,-115
413,919,V,DET,TROSS-R,0,0,2,0,0,1,0,0,0,3,151,180,1.5,-114,7.5,-110,8,-120
413,920,H,MIN,MPINEDA-R,0,0,4,0,0,0,0,0,x,4,-175,-200,-1.5,-106,7.5,-110,8,100
413,921,V,TAM,BSNELL-L,0,0,0,0,0,1,0,0,0,1,-165,-200,-1.5,-135,7.5,-110,8,-110
413,922,H,TOR,CBUCHHOLZ-R,0,0,0,0,0,0,2,1,x,3,144,180,1.5,115,7.5,-110,8,-110
413,923,V,CLE,JRODRIGUEZ-R,0,0,0,0,0,0,0,0,0,0,-135,-106,-1.5,144,9,-110,9,100
413,924,H,KAN,HBAILEY-R,0,0,1,1,0,0,1,0,x,3,115,-104,1.5,-165,9,-110,9,-120
413,927,V,HOU,JVERLANDER-R,0,0,2,0,1,0,0,0,0,3,-170,-188,-1.5,-131,8.5,-110,8.5,-110
413,928,H,SEA,FHERNANDEZ-R,0,0,0,1,0,0,0,0,0,1,148,173,1.5,111,8.5,-110,8.5,-110
413,929,V,LAA,CSTRATTON-R,0,3,0,0,0,2,0,1,0,6,144,185,1.5,-110,9,-110,9,-115
413,930,H,CUB,KHENDRICKS-R,0,0,1,0,1,0,0,2,1,5,-165,-205,-1.5,-110,9,-110,9,-105
414,951,V,PHI,VVELASQUEZ-R,0,0,0,1,0,0,0,0,0,3,-170,-150,-1.5,110,8.5,-110,8.5,105
414,952,H,MIA,JURENA-R,0,0,0,0,0,1,0,0,0,1,148,140,1.5,-130,8.5,-110,8.5,-125
414,953,V,PIT,JTAILLON-R,2,0,1,0,0,0,0,0,1,4,160,165,1.5,-132,7,-110,8,100
414,954,H,WAS,MSCHERZER-R,1,0,2,0,0,0,0,0,0,3,-185,-180,-1.5,112,7,-110,8,-120
